comercio_id,fecha_corte,mes_idx,n_transacciones,volumen_total,ticket_promedio,n_chargebacks,n_rechazos,dias_desde_ult_tx,n_tickets_soporte,dias_resolucion_soporte,flag_pos_fisico,flag_ecommerce,n_integraciones_activas
M000029,2026-03-01,10,128,3163.14,24.71,1,9,0,1,1.94,1,0,1
M000030,2025-05-01,0,115,1374.93,11.96,2,10,4,2,3.5,0,1,2
M000030,2025-06-01,1,67,609.76,9.1,0,7,7,0,0.0,1,0,2
M000030,2025-07-01,2,128,1354.15,10.58,1,5,3,1,3.87,0,1,2
M000030,2025-08-01,3,213,3002.31,14.1,1,16,18,1,1.14,1,1,4
M000030,2025-09-01,4,147,2029.36,13.81,0,11,4,1,4.95,1,0,4
M000030,2025-10-01,5,170,1781.45,10.48,3,12,1,0,0.0,1,1,2
M000030,2025-11-01,6,109,1829.99,16.79,3,9,4,2,1.42,1,1,2
M000030,2025-12-01,7,103,1732.9,16.82,1,11,1,1,3.58,1,0,0
M000030,2026-01-01,8,87,715.65,8.23,1,3,9,0,0.0,1,0,2
M000030,2026-02-01,9,98,805.26,8.22,0,2,8,1,2.55,1,0,2
M000030,2026-03-01,10,66,970.36,14.7,0,5,1,3,1.55,1,1,1
M000031,2025-05-01,0,129,3130.36,24.27,0,4,3,0,0.0,1,1,0
M000031,2025-06-01,1,144,3135.88,21.78,0,8,7,0,0.0,1,1,2
M000031,2025-07-01,2,221,7258.66,32.84,0,9,4,0,0.0,1,0,1
M000031,2025-08-01,3,201,5028.67,25.02,0,10,2,1,13.86,0,1,3
M000031,2025-09-01,4,156,3245.05,20.8,0,8,6,0,0.0,1,1,1
M000031,2025-10-01,5,198,4204.04,21.23,0,8,0,0,0.0,1,0,2
M000031,2025-11-01,6,165,2841.74,17.22,0,6,9,1,6.9,1,0,1
M000031,2025-12-01,7,46,856.11,18.61,0,1,0,0,0.0,1,0,1
M000031,2026-01-01,8,36,894.83,24.86,0,0,6,0,0.0,1,0,0
M000031,2026-02-01,9,100,2745.8,27.46,0,5,3,0,0.0,0,1,3
M000031,2026-03-01,10,131,3410.14,26.03,0,4,0,1,1.28,1,0,3
M000032,2025-05-01,0,108,1465.05,13.57,0,9,1,1,4.03,1,0,1
M000032,2025-06-01,1,105,1043.59,9.94,0,9,0,1,0.56,1,1,2
M000032,2025-07-01,2,62,732.71,11.82,0,1,4,0,0.0,1,1,3
M000032,2025-08-01,3,21,176.86,8.42,0,2,6,0,0.0,1,1,2
M000032,2025-09-01,4,32,356.56,11.14,1,4,4,0,0.0,1,0,3
M000032,2025-10-01,5,94,1131.95,12.04,1,4,0,0,0.0,1,0,0
M000032,2025-11-01,6,144,1796.04,12.47,1,15,2,1,0.83,0,1,3
M000032,2025-12-01,7,105,1163.76,11.08,0,4,0,1,1.8,1,1,3
M000032,2026-01-01,8,71,960.67,13.53,0,3,2,1,1.65,1,0,0
M000032,2026-02-01,9,17,174.83,10.28,0,1,1,0,0.0,1,1,2
M000032,2026-03-01,10,86,919.49,10.69,0,1,2,1,8.55,1,0,2
M000033,2025-05-01,0,376,14572.64,38.76,2,18,1,1,3.86,1,0,1
M000033,2025-06-01,1,353,9086.74,25.74,2,16,1,1,6.37,1,0,1
M000033,2025-07-01,2,345,9278.9,26.9,2,18,2,1,3.09,1,1,2
M000033,2025-08-01,3,313,6784.32,21.68,2,23,0,1,3.98,1,0,0
M000033,2025-09-01,4,245,7212.5,29.44,1,18,3,0,0.0,0,1,1
M000033,2025-10-01,5,420,9549.79,22.74,2,23,1,0,0.0,1,0,4
M000033,2025-11-01,6,177,3241.86,18.32,2,12,9,0,0.0,0,1,1
M000033,2025-12-01,7,219,5639.94,25.75,1,11,3,1,2.61,1,0,0
M000033,2026-01-01,8,216,6995.09,32.38,1,12,0,1,1.44,1,0,1
M000033,2026-02-01,9,168,2512.29,14.95,1,9,2,0,0.0,1,1,1
M000033,2026-03-01,10,286,6157.58,21.53,2,17,0,1,6.4,1,0,4
M000034,2025-05-01,0,30,820.11,27.34,0,0,6,1,4.86,1,0,1
M000034,2025-06-01,1,66,1404.81,21.28,0,5,1,2,4.98,1,0,2
M000034,2025-07-01,2,55,805.14,14.64,0,2,0,1,3.25,1,1,3
M000034,2025-08-01,3,61,1407.53,23.07,0,2,1,3,4.3,1,0,1
M000034,2025-09-01,4,69,1490.08,21.6,0,7,2,1,4.63,0,1,4
M000034,2025-10-01,5,36,737.57,20.49,1,3,8,1,1.77,0,1,1
M000034,2025-11-01,6,22,407.99,18.55,0,1,7,1,1.89,1,1,1
M000034,2025-12-01,7,56,826.03,14.75,0,4,7,3,3.19,1,0,1
M000034,2026-01-01,8,55,1094.59,19.9,1,5,0,2,0.86,1,0,2
M000034,2026-02-01,9,21,412.03,19.62,0,0,3,1,3.04,0,1,2
M000034,2026-03-01,10,43,570.07,13.26,0,5,1,1,2.4,1,0,0
M000035,2025-05-01,0,77,286.92,3.73,0,7,6,1,6.82,1,0,1
M000035,2025-06-01,1,82,239.03,2.92,0,7,1,0,0.0,1,1,6
M000035,2025-07-01,2,66,328.26,4.97,1,4,1,0,0.0,1,1,4
M000035,2025-08-01,3,95,315.18,3.32,0,6,1,0,0.0,1,1,1
M000035,2025-09-01,4,105,392.2,3.74,0,7,0,1,2.59,1,0,2
M000035,2025-10-01,5,130,475.63,3.66,0,8,12,1,1.33,1,0,0
M000035,2025-11-01,6,129,482.88,3.74,1,9,0,1,4.39,1,1,1
M000035,2025-12-01,7,54,236.44,4.38,0,3,1,1,1.74,1,0,0
M000035,2026-01-01,8,113,347.5,3.08,0,6,0,2,0.59,1,0,3
M000035,2026-02-01,9,114,306.04,2.68,0,7,0,1,6.21,1,0,1
M000035,2026-03-01,10,90,277.31,3.08,0,8,0,0,0.0,1,1,4
M000036,2025-05-01,0,192,3488.81,18.17,0,15,2,1,4.16,1,0,1
M000036,2025-06-01,1,223,5070.84,22.74,2,13,2,0,0.0,1,0,2
M000036,2025-07-01,2,270,4754.96,17.61,1,12,3,2,3.77,0,1,0
M000036,2025-08-01,3,228,4955.44,21.73,0,16,5,1,7.47,1,0,1
M000036,2025-09-01,4,196,5229.58,26.68,0,7,7,1,7.44,1,0,0
M000036,2025-10-01,5,278,5364.52,19.3,2,18,1,0,0.0,1,0,1
M000036,2025-11-01,6,222,3718.02,16.75,1,12,0,0,0.0,1,0,1
M000036,2025-12-01,7,311,6707.25,21.57,0,17,6,0,0.0,1,1,2
M000036,2026-01-01,8,278,5168.31,18.59,1,16,0,1,2.54,1,1,3
M000036,2026-02-01,9,229,3162.35,13.81,0,16,2,0,0.0,1,1,2
M000036,2026-03-01,10,128,2256.01,17.63,0,8,2,1,2.76,0,1,1
M000037,2025-05-01,0,101,3358.12,33.25,0,14,9,1,2.55,1,0,2
M000037,2025-06-01,1,129,4405.27,34.15,1,10,1,0,0.0,1,0,1
M000037,2025-07-01,2,44,1349.75,30.68,1,2,4,0,0.0,1,0,1
M000037,2025-08-01,3,81,2730.21,33.71,0,4,2,0,0.0,1,1,2
M000037,2025-09-01,4,83,2503.56,30.16,0,7,8,0,0.0,1,0,1
M000037,2025-10-01,5,81,1985.71,24.51,2,3,0,1,2.46,1,0,1
M000037,2025-11-01,6,82,2981.05,36.35,2,11,0,2,3.22,1,0,0
M000037,2025-12-01,7,93,3271.27,35.17,0,9,1,1,1.85,0,1,1
M000037,2026-01-01,8,50,1617.92,32.36,1,4,1,0,0.0,1,0,2
M000037,2026-02-01,9,67,2650.67,39.56,0,9,0,0,0.0,1,1,3
M000037,2026-03-01,10,53,1782.07,33.62,1,5,13,0,0.0,1,0,0
M000038,2025-05-01,0,81,1161.21,14.34,0,3,3,1,1.15,1,0,2
M000038,2025-06-01,1,47,710.87,15.12,0,1,4,0,0.0,1,0,0
M000038,2025-07-01,2,80,781.54,9.77,0,1,0,1,3.61,1,0,1
M000038,2025-08-01,3,35,531.02,15.17,0,2,4,1,1.01,0,1,3
M000038,2025-09-01,4,81,1156.93,14.28,0,3,1,2,5.4,1,0,1
M000038,2025-10-01,5,100,1210.0,12.1,0,1,4,0,0.0,1,0,1
M000038,2025-11-01,6,68,868.15,12.77,0,3,0,2,1.7,1,1,2
M000038,2025-12-01,7,60,441.05,7.35,0,4,3,1,2.83,1,0,1
M000038,2026-01-01,8,62,701.65,11.32,0,4,16,0,0.0,0,1,0
M000038,2026-02-01,9,45,551.31,12.25,0,2,2,0,0.0,1,0,2
M000038,2026-03-01,10,30,358.87,11.96,0,2,3,1,4.09,1,1,3
M000039,2025-05-01,0,53,499.26,9.42,0,3,1,0,0.0,1,0,0
M000039,2025-06-01,1,53,286.95,5.41,0,5,0,0,0.0,1,0,2
M000039,2025-07-01,2,51,400.61,7.86,0,2,7,2,1.52,1,0,1
M000039,2025-08-01,3,51,316.04,6.2,1,2,3,0,0.0,1,0,1
M000039,2025-09-01,4,44,406.27,9.23,1,3,7,1,1.62,1,0,1
M000039,2025-10-01,5,43,292.5,6.8,0,2,2,1,1.12,1,0,1
M000039,2025-11-01,6,43,288.16,6.7,0,2,2,1,3.79,1,0,4
M000039,2025-12-01,7,42,327.82,7.81,0,5,1,1,1.54,1,1,2
M000039,2026-01-01,8,41,196.89,4.8,0,9,4,2,6.56,1,0,1
M000039,2026-02-01,9,26,238.2,9.16,0,0,5,2,1.28,1,0,1
M000039,2026-03-01,10,19,143.36,7.55,1,1,0,0,0.0,0,1,1
M000040,2025-05-01,0,215,2375.75,11.05,1,17,1,0,0.0,1,0,1
M000040,2025-06-01,1,90,1027.96,11.42,0,5,0,0,0.0,1,0,0
M000040,2025-07-01,2,122,2389.93,19.59,3,7,1,3,2.27,1,0,1
M000040,2025-08-01,3,155,3386.18,21.85,0,15,19,3,1.98,0,1,0
M000040,2025-09-01,4,129,1868.56,14.48,1,11,2,0,0.0,1,0,0
M000040,2025-10-01,5,78,729.09,9.35,2,4,2,1,1.39,0,1,1
M000040,2025-11-01,6,63,852.36,13.53,0,3,4,1,15.44,1,1,1
M000040,2025-12-01,7,91,1685.72,18.52,0,7,2,3,0.64,1,0,4
M000040,2026-01-01,8,143,2170.95,15.18,0,12,2,2,0.87,1,0,2
M000040,2026-02-01,9,119,2927.93,24.6,0,6,12,1,3.04,1,0,0
M000040,2026-03-01,10,67,1644.17,24.54,0,10,3,2,6.34,1,0,1
M000041,2025-05-01,0,51,1158.04,22.71,0,8,0,0,0.0,1,1,1
M000041,2025-06-01,1,46,1494.45,32.49,1,4,0,0,0.0,1,1,2
M000041,2025-07-01,2,75,1717.15,22.9,0,5,5,1,2.9,1,1,4
M000041,2025-08-01,3,69,2250.97,32.62,2,5,0,2,7.96,1,1,3
M000041,2025-09-01,4,111,2432.2,21.91,2,12,2,1,6.38,1,0,3
M000041,2025-10-01,5,67,1366.9,20.4,0,7,1,1,1.94,1,0,1
M000041,2025-11-01,6,70,1532.99,21.9,0,7,2,1,2.44,1,0,0
M000041,2025-12-01,7,79,2332.67,29.53,2,2,7,2,3.96,1,1,3
M000041,2026-01-01,8,62,1859.95,30.0,2,5,3,1,2.63,1,1,2
M000041,2026-02-01,9,64,1413.3,22.08,0,4,3,0,0.0,1,0,0
M000041,2026-03-01,10,102,1717.47,16.84,3,5,5,1,4.38,1,0,0
M000042,2025-05-01,0,265,6327.94,23.88,1,25,0,1,0.28,0,1,3
M000042,2025-06-01,1,139,4036.19,29.04,1,7,1,0,0.0,1,0,1
M000042,2025-07-01,2,160,4361.56,27.26,3,11,0,1,2.89,1,0,1
M000042,2025-08-01,3,163,4685.72,28.75,1,14,3,0,0.0,1,1,2
M000042,2025-09-01,4,102,3064.12,30.04,0,8,2,1,3.98,1,0,0
M000042,2025-10-01,5,94,2505.96,26.66,0,6,0,1,1.9,1,0,0
M000042,2025-11-01,6,109,2971.83,27.26,0,4,11,0,0.0,1,1,1
M000042,2025-12-01,7,132,3263.46,24.72,3,10,3,1,2.8,1,0,2
M000042,2026-01-01,8,145,4262.42,29.4,2,13,7,1,4.12,1,0,2
M000042,2026-02-01,9,60,1427.88,23.8,0,6,5,0,0.0,1,1,3
M000042,2026-03-01,10,89,2006.04,22.54,2,6,4,2,13.36,1,0,1
M000043,2025-05-01,0,272,6392.81,23.5,1,27,0,1,8.51,1,1,3
M000043,2025-06-01,1,427,14902.9,34.9,3,30,2,3,0.96,1,0,0
M000043,2025-07-01,2,350,9354.08,26.73,2,15,3,2,3.52,1,0,2
M000043,2025-08-01,3,341,7508.31,22.02,3,31,8,1,5.54,1,0,0
M000043,2025-09-01,4,526,14717.0,27.98,3,42,0,1,1.87,1,1,1
M000043,2025-10-01,5,549,13373.07,24.36,2,28,11,0,0.0,1,0,1
M000043,2025-11-01,6,498,12562.22,25.23,1,28,1,0,0.0,0,1,1
M000043,2025-12-01,7,233,6036.29,25.91,1,20,0,0,0.0,1,0,2
M000043,2026-01-01,8,211,3741.77,17.73,2,13,3,1,3.83,1,1,4
M000043,2026-02-01,9,399,10761.04,26.97,0,21,1,0,0.0,1,1,3
M000043,2026-03-01,10,349,10654.55,30.53,2,21,0,2,6.06,1,0,3
M000044,2025-05-01,0,152,3545.75,23.33,5,13,1,3,1.97,1,1,2
M000044,2025-06-01,1,109,1964.81,18.03,0,13,0,1,1.31,0,1,1
M000044,2025-07-01,2,166,3035.52,18.29,2,10,2,0,0.0,0,1,4
M000044,2025-08-01,3,118,2823.41,23.93,0,16,3,2,0.87,1,1,0
M000044,2025-09-01,4,199,3979.95,20.0,1,16,0,0,0.0,1,0,0
M000044,2025-10-01,5,118,2063.49,17.49,2,10,3,2,2.89,1,0,1
M000044,2025-11-01,6,100,2093.67,20.94,0,7,0,1,2.87,1,0,1
M000044,2025-12-01,7,108,2572.04,23.82,0,12,0,0,0.0,1,0,0
M000044,2026-01-01,8,93,2222.11,23.89,0,7,0,1,3.59,1,0,1
M000044,2026-02-01,9,89,1698.91,19.09,1,6,9,1,5.21,0,1,0
M000044,2026-03-01,10,71,1348.6,18.99,0,8,0,2,12.12,1,0,0
M000045,2025-05-01,0,119,3618.2,30.41,1,6,0,0,0.0,0,1,2
M000045,2025-06-01,1,91,3217.45,35.36,1,10,2,2,5.45,1,1,3
M000045,2025-07-01,2,76,2203.26,28.99,1,6,6,1,4.82,1,1,1
M000045,2025-08-01,3,133,4670.37,35.12,2,14,6,0,0.0,1,0,2
M000045,2025-09-01,4,145,4705.57,32.45,2,14,12,1,1.49,1,0,0
M000045,2025-10-01,5,67,3122.17,46.6,2,6,0,1,4.64,0,1,1
M000045,2025-11-01,6,102,4041.35,39.62,0,9,2,0,0.0,1,1,7
M000045,2025-12-01,7,125,4611.42,36.89,0,7,1,1,0.73,0,1,1
M000045,2026-01-01,8,84,2281.53,27.16,0,12,2,0,0.0,0,1,1
M000045,2026-02-01,9,92,3497.29,38.01,1,8,7,2,1.27,1,1,2
M000045,2026-03-01,10,81,2616.69,32.3,0,12,0,1,6.83,1,0,2
M000046,2025-05-01,0,106,1826.87,17.23,0,9,1,0,0.0,1,1,3
M000046,2025-06-01,1,54,906.55,16.79,0,2,5,0,0.0,1,0,2
M000046,2025-07-01,2,100,1903.41,19.03,1,7,0,1,4.66,0,1,3
M000046,2025-08-01,3,132,2035.41,15.42,0,8,2,0,0.0,0,1,4
M000046,2025-09-01,4,135,1798.91,13.33,2,4,0,0,0.0,1,1,5
M000046,2025-10-01,5,97,1709.33,17.62,0,5,0,0,0.0,0,1,2
M000046,2025-11-01,6,73,838.88,11.49,0,2,1,0,0.0,1,0,2
M000046,2025-12-01,7,99,1421.08,14.35,0,3,2,0,0.0,1,0,0
M000046,2026-01-01,8,85,922.22,10.85,1,6,1,1,7.1,0,1,0
M000046,2026-02-01,9,58,518.81,8.95,0,4,1,2,5.76,1,0,0
M000046,2026-03-01,10,42,683.7,16.28,0,1,6,2,8.86,1,0,1
M000047,2025-05-01,0,52,1462.02,28.12,0,0,0,2,2.04,1,0,0
M000047,2025-06-01,1,40,804.29,20.11,0,2,2,1,4.98,1,0,0
M000047,2025-07-01,2,46,1492.9,32.45,0,4,4,0,0.0,1,0,1
M000047,2025-08-01,3,55,1358.54,24.7,0,1,0,2,1.94,1,0,1
M000047,2025-09-01,4,31,1164.25,37.56,0,4,0,0,0.0,0,1,2
M000047,2025-10-01,5,57,2082.8,36.54,0,3,1,1,13.63,1,0,2
M000047,2025-11-01,6,48,1487.86,31.0,0,1,0,0,0.0,1,1,2
M000047,2025-12-01,7,44,1538.0,34.95,0,1,0,0,0.0,1,0,3
M000047,2026-01-01,8,31,743.81,23.99,0,1,3,1,3.73,1,0,1
M000047,2026-02-01,9,32,1082.16,33.82,0,3,0,1,5.21,1,1,2
M000047,2026-03-01,10,31,849.11,27.39,0,3,28,0,0.0,0,1,1
M000048,2025-05-01,0,111,2020.54,18.2,0,7,4,0,0.0,1,0,3
M000048,2025-06-01,1,198,3304.07,16.69,4,14,8,1,4.03,1,0,1
M000048,2025-07-01,2,206,4591.6,22.29,1,18,4,1,1.91,1,1,3
M000048,2025-08-01,3,105,848.64,8.08,1,6,0,0,0.0,1,0,0
M000048,2025-09-01,4,122,2086.13,17.1,0,13,0,1,1.67,1,1,3
M000048,2025-10-01,5,63,1037.32,16.47,0,6,1,3,1.66,0,1,1
M000048,2025-11-01,6,105,1899.89,18.09,1,11,2,0,0.0,0,1,1
M000048,2025-12-01,7,75,1344.13,17.92,1,4,2,2,18.01,1,0,1
M000048,2026-01-01,8,86,766.09,8.91,0,10,4,0,0.0,1,0,2
M000048,2026-02-01,9,113,2285.24,20.22,1,10,4,3,6.33,1,0,2
M000048,2026-03-01,10,51,903.69,17.72,2,4,0,2,1.33,0,1,3
M000049,2025-05-01,0,293,2678.65,9.14,1,12,2,1,4.13,1,0,1
M000049,2025-06-01,1,167,2088.75,12.51,0,10,2,0,0.0,1,0,3
M000049,2025-07-01,2,127,2159.2,17.0,0,4,3,1,4.54,1,1,0
M000049,2025-08-01,3,287,3533.81,12.31,0,19,6,1,4.88,1,0,2
M000049,2025-09-01,4,174,2320.24,13.33,0,9,0,0,0.0,1,0,0
M000049,2025-10-01,5,159,1880.88,11.83,0,9,0,1,3.18,1,0,0
M000049,2025-11-01,6,53,588.69,11.11,0,5,0,2,6.88,1,1,0
M000049,2025-12-01,7,262,2543.04,9.71,1,13,7,0,0.0,1,0,2
M000049,2026-01-01,8,239,2988.48,12.5,1,13,9,2,6.57,1,0,1
M000049,2026-02-01,9,207,2716.66,13.12,0,8,6,0,0.0,1,1,3
M000049,2026-03-01,10,174,2241.69,12.88,1,4,2,0,0.0,1,0,1
M000050,2025-05-01,0,215,4683.76,21.78,1,11,0,2,8.01,1,0,0
M000050,2025-06-01,1,179,4139.15,23.12,2,8,3,1,3.87,1,0,1
M000050,2025-07-01,2,127,3043.25,23.96,0,5,2,1,1.7,1,1,3
M000050,2025-08-01,3,142,3512.91,24.74,1,10,2,0,0.0,1,0,1
M000050,2025-09-01,4,171,4599.86,26.9,0,4,1,1,1.9,1,0,3
M000050,2025-10-01,5,125,3497.8,27.98,0,6,7,3,5.17,1,0,1
M000050,2025-11-01,6,209,4232.98,20.25,1,13,5,1,9.49,1,0,2
M000050,2025-12-01,7,169,4436.19,26.25,0,11,5,1,4.4,1,1,0
M000050,2026-01-01,8,202,4293.96,21.26,1,15,1,0,0.0,1,1,2
M000050,2026-02-01,9,135,3011.91,22.31,2,4,6,0,0.0,1,0,1
M000050,2026-03-01,10,186,6008.8,32.31,0,10,2,1,1.4,1,0,0
M000051,2025-05-01,0,42,930.62,22.16,0,2,2,0,0.0,1,1,4
M000051,2025-06-01,1,29,366.52,12.64,0,3,2,0,0.0,1,0,4
M000051,2025-07-01,2,52,1216.17,23.39,0,3,0,1,5.86,1,0,3
M000051,2025-08-01,3,42,844.71,20.11,0,3,0,0,0.0,0,1,2
M000051,2025-09-01,4,11,168.95,15.36,0,0,19,2,4.53,1,1,2
M000051,2025-10-01,5,49,1029.84,21.02,0,3,1,2,9.67,1,1,2
M000051,2025-11-01,6,48,957.51,19.95,0,3,0,0,0.0,1,1,1
M000051,2025-12-01,7,31,536.03,17.29,0,0,0,0,0.0,1,1,1
M000051,2026-01-01,8,20,476.22,23.81,0,0,0,1,3.49,1,1,2
M000051,2026-02-01,9,35,880.35,25.15,0,0,0,0,0.0,1,0,1
M000051,2026-03-01,10,6,115.86,19.31,0,1,0,0,0.0,1,0,3
M000052,2025-05-01,0,102,1297.65,12.72,3,10,5,1,4.54,1,0,2
M000052,2025-06-01,1,285,4263.71,14.96,3,12,1,0,0.0,1,0,0
M000052,2025-07-01,2,211,2630.2,12.47,4,20,7,0,0.0,1,0,1
M000052,2025-08-01,3,302,3015.46,9.98,3,30,0,3,7.91,1,0,3
M000052,2025-09-01,4,211,3981.9,18.87,1,27,0,0,0.0,1,0,0
M000052,2025-10-01,5,330,6142.18,18.61,2,23,2,0,0.0,0,1,5
M000052,2025-11-01,6,70,1053.63,15.05,0,6,10,1,2.43,0,1,3
M000052,2025-12-01,7,146,2172.78,14.88,2,15,0,1,6.29,1,0,0
M000052,2026-01-01,8,155,1856.08,11.97,2,13,8,1,3.75,0,1,0
M000052,2026-02-01,9,207,4222.14,20.4,2,23,0,0,0.0,1,0,2
M000052,2026-03-01,10,64,749.99,11.72,2,3,7,2,2.7,1,1,5
M000053,2025-05-01,0,123,1701.76,13.84,2,13,0,1,1.66,1,0,1
M000053,2025-06-01,1,129,2216.55,17.18,1,8,2,0,0.0,1,0,2
M000053,2025-07-01,2,111,2266.94,20.42,0,13,0,1,2.57,1,1,3
M000053,2025-08-01,3,102,1974.98,19.36,1,4,3,0,0.0,1,0,0
M000053,2025-09-01,4,170,4684.09,27.55,1,13,1,1,3.25,1,0,1
M000053,2025-10-01,5,121,2225.82,18.4,1,10,1,2,2.28,1,1,3
M000053,2025-11-01,6,38,665.23,17.51,0,2,1,1,11.33,0,1,4
M000053,2025-12-01,7,130,3549.18,27.3,2,7,5,2,7.09,1,0,0
M000053,2026-01-01,8,47,1144.38,24.35,2,5,5,0,0.0,1,1,0
M000053,2026-02-01,9,54,1097.54,20.32,0,6,3,3,3.52,1,0,0
M000053,2026-03-01,10,56,1300.21,23.22,0,6,2,0,0.0,1,1,3
M000054,2025-05-01,0,92,3429.9,37.28,1,9,4,0,0.0,1,0,1
M000054,2025-06-01,1,85,3594.5,42.29,0,11,3,1,0.74,1,0,1
M000054,2025-07-01,2,203,8379.95,41.28,0,25,1,2,1.93,1,0,2
M000054,2025-08-01,3,230,10360.2,45.04,1,15,1,1,1.37,1,0,1
M000054,2025-09-01,4,168,7505.25,44.67,1,12,6,1,4.84,1,0,1
M000054,2025-10-01,5,140,6539.43,46.71,1,13,1,2,1.16,0,1,2
M000054,2025-11-01,6,133,4558.02,34.27,1,15,24,1,7.84,1,0,2
M000054,2025-12-01,7,112,5530.44,49.38,0,6,0,1,2.4,1,0,1
M000054,2026-01-01,8,52,1690.59,32.51,1,4,2,2,2.55,1,0,1
M000054,2026-02-01,9,95,3813.6,40.14,1,1,5,1,4.97,1,0,2
M000054,2026-03-01,10,105,3679.71,35.04,0,9,3,3,4.18,1,0,1
M000055,2025-05-01,0,139,2434.12,17.51,4,15,5,1,4.09,1,0,2
M000055,2025-06-01,1,63,880.9,13.98,1,6,1,0,0.0,1,0,2
M000055,2025-07-01,2,69,1133.09,16.42,2,6,2,0,0.0,1,0,0
M000055,2025-08-01,3,70,1462.26,20.89,0,9,4,0,0.0,1,0,1
M000055,2025-09-01,4,39,675.4,17.32,0,4,2,0,0.0,0,1,0
M000055,2025-10-01,5,144,2046.34,14.21,3,12,2,2,8.74,1,0,0
M000055,2025-11-01,6,152,2361.09,15.53,2,7,0,1,5.46,0,1,2
M000055,2025-12-01,7,199,5147.82,25.87,1,16,3,1,6.91,0,1,4
M000055,2026-01-01,8,73,1687.87,23.12,0,4,3,3,2.52,0,1,2
M000055,2026-02-01,9,91,1730.01,19.01,1,8,1,0,0.0,0,1,3
M000055,2026-03-01,10,119,2047.35,17.2,0,11,0,0,0.0,1,0,2
M000056,2025-05-01,0,199,5026.52,25.26,3,13,1,0,0.0,1,1,6
M000056,2025-06-01,1,104,2952.48,28.39,3,10,0,3,2.91,1,0,3
M000056,2025-07-01,2,196,5202.3,26.54,0,14,0,1,1.7,1,0,1
M000056,2025-08-01,3,123,4694.46,38.17,1,9,2,1,2.55,1,0,0
M000056,2025-09-01,4,166,5001.84,30.13,0,14,3,0,0.0,1,0,2
M000056,2025-10-01,5,175,4661.45,26.64,1,16,3,3,0.51,1,0,2
M000056,2025-11-01,6,160,5607.74,35.05,0,20,2,0,0.0,1,0,1
M000056,2025-12-01,7,219,6327.9,28.89,1,16,5,1,0.91,1,0,1
M000056,2026-01-01,8,125,3655.33,29.24,0,12,0,2,5.25,1,0,1
M000056,2026-02-01,9,165,4034.64,24.45,3,15,1,0,0.0,1,0,1
M000056,2026-03-01,10,112,3931.25,35.1,0,6,1,1,7.08,1,0,0
M000057,2025-05-01,0,99,2191.28,22.13,0,7,0,0,0.0,0,1,3
M000057,2025-06-01,1,91,1634.22,17.96,0,5,0,0,0.0,0,1,3
M000057,2025-07-01,2,110,2365.14,21.5,0,8,2,0,0.0,1,1,1
M000057,2025-08-01,3,57,1144.99,20.09,0,0,0,1,4.05,0,1,2
M000057,2025-09-01,4,88,1445.41,16.43,0,4,1,0,0.0,0,1,1
M000057,2025-10-01,5,67,1610.4,24.04,0,2,3,0,0.0,1,0,1
M000057,2025-11-01,6,70,1064.63,15.21,0,7,1,2,7.3,0,1,0
M000057,2025-12-01,7,67,1543.27,23.03,0,3,1,1,3.94,1,0,0
M000057,2026-01-01,8,44,697.96,15.86,0,1,0,0,0.0,1,1,3
M000057,2026-02-01,9,46,1140.95,24.8,1,4,5,0,0.0,1,0,2
M000057,2026-03-01,10,54,1331.7,24.66,0,1,1,1,1.54,1,1,2
M000058,2025-05-01,0,618,14666.85,23.73,2,25,5,0,0.0,1,0,4
M000058,2025-06-01,1,534,12580.03,23.56,2,31,0,0,0.0,1,0,3
M000058,2025-07-01,2,495,12156.37,24.56,3,46,2,1,2.03,1,1,3
M000058,2025-08-01,3,426,10422.44,24.47,0,19,1,0,0.0,1,0,2
M000058,2025-09-01,4,261,4022.8,15.41,1,12,0,0,0.0,1,0,0
M000058,2025-10-01,5,361,5497.51,15.23,0,28,2,2,0.94,1,1,3
M000058,2025-11-01,6,509,8482.93,16.67,3,28,7,0,0.0,1,1,2
M000058,2025-12-01,7,326,8172.95,25.07,1,13,2,1,3.66,1,1,3
M000058,2026-01-01,8,266,4142.66,15.57,2,19,0,1,6.9,1,1,1
M000058,2026-02-01,9,417,10701.71,25.66,1,26,7,3,1.32,1,0,0
M000058,2026-03-01,10,390,10257.38,26.3,1,18,8,2,3.82,1,1,2
M000059,2025-05-01,0,146,1489.38,10.2,0,10,7,1,2.58,0,1,1
M000059,2025-06-01,1,319,2770.21,8.68,2,14,0,0,0.0,1,1,0
M000059,2025-07-01,2,202,2112.96,10.46,0,9,1,4,2.3,1,1,2
M000059,2025-08-01,3,142,1611.6,11.35,1,4,3,1,8.55,1,0,3
M000059,2025-09-01,4,277,2488.14,8.98,2,15,3,2,4.95,1,1,1
M000059,2025-10-01,5,276,2955.39,10.71,2,8,3,1,1.91,1,0,1
M000059,2025-11-01,6,185,2105.79,11.38,1,13,2,0,0.0,1,0,0
M000059,2025-12-01,7,332,2523.01,7.6,0,23,0,2,2.69,1,1,0
M000059,2026-01-01,8,201,1522.04,7.57,0,11,0,0,0.0,1,0,2
M000059,2026-02-01,9,196,2486.34,12.69,0,13,7,0,0.0,0,1,2
M000059,2026-03-01,10,342,3870.5,11.32,1,20,11,0,0.0,1,0,3
M000060,2025-05-01,0,47,1332.31,28.35,0,6,4,1,3.63,1,0,0
